LD1,LD2,LD3,LD4,Clase
-2.996997860705566,1.4316715414154177,0.23040570093680318,-0.26801011620811055,1
-1.9958412134328947,0.49787187292013263,-0.293813593455892,0.22744038506824032,1
-0.5056242818114397,0.1650139413824924,0.6326832842184903,-0.01954068046404853,1
-2.4106804664698007,1.2694740713204273,-0.3532927497817367,1.0840552518709803,1
-1.9444864457562552,0.23757582626252668,-0.551681105481034,2.077665835494627,1
-3.032018966027356,2.2377270983939956,0.41437251745286224,-0.9143261248993687,1
-2.3661439045976853,0.8639797026940268,1.2731264940991287,-0.7970040709980398,1
-2.72297625914887,0.8310842274374969,-0.05373159782271614,0.6866612128457901,1
-2.647186382490597,0.626179471514005,1.2732467603201825,0.33706441618479943,1
-0.9889982350656322,-0.1815513545904784,0.47242404886426326,1.5561873321017121,1
-3.5028416615142084,0.724106853286485,1.1942285279199956,-0.3037085896843799,1
-2.975164673316749,1.7009581617678387,0.624250061771466,-1.3076197529630231,1
-3.409978313149591,2.4239639282882126,0.23230445769186123,-0.2245963724166818,1
-0.6195071845708355,1.1920594139224765,-1.3145565881424333,-0.1630000482191743,1
-4.384311398189211,2.183674309448171,-0.009004040508347542,-0.49931918180137824,1
-2.9023274844285405,2.008726597138416,1.1181561409159204,0.7617837859915564,1
-2.0020117901847048,0.41534294015443507,0.9631127107931966,0.8202857639389489,1
-1.8138957625648393,1.067257209298148,1.3678695318139575,0.6659056669046469,1
-4.17176082679018,2.324051556692056,-0.4929395210631985,-1.193571015900409,1
-3.0499842767302514,1.6696813210045796,1.1422957664329307,0.6967680084504891,1
-1.670920771735271,0.14306609241155072,1.4427741105605523,-0.5297243363742538,1
-2.2441987270108097,1.1109214648607662,-1.4891967465308555,-0.04860134182862806,1
-3.6602506929439174,1.6361674891362028,1.6180626054833636,0.47537591601581086,1
-2.9346494317461556,2.7232192076791324,0.6643495209953328,-0.8138170265935682,1
-2.6529728890383533,2.221953426844865,0.007344441089427768,0.2490236676480794,1
-3.3000456561262923,0.48298590525313595,1.806754472707155,-0.4324585718886651,1
-1.8645082888711484,1.9945016733316563,0.8043540033569357,0.43031429172669283,1
-2.2725862047604055,2.0844377086824526,1.3823504869816716,0.5026958764306327,1
-2.442803626149804,0.27826518862585536,0.9159773875241357,-1.6771964226943594,1
-3.1639204311863542,2.2027481644161675,0.0005206391135563967,-1.296678800329787,1
-5.51605046909442,2.349279023073322,0.5702470790759939,-0.11609918693912895,1
-2.4824279314532025,1.9581142656940496,0.14507399514849675,0.10720146070837025,1
-2.126989586173012,1.460404141266317,0.9682639177625982,-0.1607985222942954,1
-2.1822860463979357,2.4217293085420093,-0.28496810774333425,0.49606782118805853,1
-2.7708619287617315,1.600780413232394,-0.58892592376486,-1.0468566509319341,1
-2.98916105789944,1.7731056908800251,1.2302328387399946,0.2623071328734724,1
-1.6077854213811484,0.5531093470587617,-0.38057681540608046,0.41071914244040136,1
-2.8477642642230356,0.3119704776222859,0.5875672112347036,1.1966232841181088,1
-1.3142112065255032,2.2681685324632457,-0.14745811161171463,-0.5622165859320013,1
-3.3464212128502484,1.593787631336045,0.38251370586195677,0.006076704141430689,1
-2.3865285203980187,1.8597145176547099,-1.1298138936392228,0.01949552289392443,1
-1.1504702654358268,1.1450270254229664,-0.04924163483898719,1.1462197080466106,1
1.6000254997911871,-4.967972074204489,0.4530562673416977,-2.9130487765610904,1
-2.530877616842377,1.6744822764078082,0.4806812833354311,0.04180570707709537,1
-2.8980958979203755,2.4494967384188198,0.2641226050895155,-0.23329966654185463,1
-2.250719109274962,1.8049292968409467,0.42366993592411717,-0.0822772665958212,1
0.5145471546415746,-2.520353211173266,1.0658535601294603,1.1156130367154637,2
1.5950116023766385,-1.8795988447360097,-0.8972016520396139,2.4461280021191114,2
-0.1528719234715828,-2.21605179437566,-0.5303724998443827,0.9904636079523832,2
0.7641875602041275,-1.2523563917078422,0.4790359826149234,0.7031101674285332,2
1.3983585455094538,-0.5342822410918789,1.1593141301867742,0.6518992395340942,2
-0.40846397824544617,-2.2162518478202804,0.48947308445191967,0.821328091653261,2
-0.5247275762901694,-2.61311133414088,1.575596384157559,-2.6500290510098163,2
-0.4602638632910652,-1.9245801895030596,-1.3901620996339936,0.004611414821478341,2
-0.2020652185833941,-1.1157048903351996,-2.8476051072008124,-0.27467268606460116,2
