LD1,LD2,LD3,LD4,Clase
0.5757026540940507,-0.9879966745923923,-1.5139327660774982,0.8431738739637332,2
-0.7124652288732471,-0.8926544761310802,1.1356432025174126,-0.5487319881921632,2
0.5671472080742986,-2.096407599224047,-0.2550199906437248,0.5900588661353852,2
0.39476848482269344,-2.107033471075107,0.09904136443686444,-0.2567128571574884,2
-0.06474238236430002,-1.7365957995433405,-0.46563724985598726,1.4864413380553354,2
0.15491094649930623,-2.2391301224218805,-0.7391255087490955,2.651025511549439,2
-0.7010330212152185,-1.7783462264252654,-0.5326686610118763,1.718310622011366,2
0.19868378978608742,-2.1139195042265175,-0.9863530696568137,1.7924357345607727,2
0.3887938284226961,-2.0460841163546997,-0.6319077733361632,1.7368806554279395,2
0.1752034059558489,-2.4190586755444947,-2.2982269600151524,2.6689390890564804,2
0.38100226859245007,-2.7220167688580457,0.4719415180972094,1.8254326825914966,2
1.2900302390868366,-1.2981592472388763,0.10319965974767921,1.2138504437304656,2
-0.18269849744714778,-1.9097210004083847,1.1962586437181923,0.36005483087840734,2
0.376883559027431,-2.2363261966899017,-0.5002497725702919,1.3422599497294627,2
0.47907754377316625,-2.4085340683440997,-0.9540060484144978,1.1113058929115613,2
-0.7097172865300432,-2.0757382209534314,-0.2635317801604849,1.8793109382920588,2
0.575922175593353,-1.0527859817689593,-1.3905013372800699,1.371492742745067,2
-0.06714920453019445,-1.9116648595585564,1.8279598608429624,0.05104334166429482,2
-0.6954898577343932,-3.6502635835186767,0.5581525663444894,2.95417545563547,2
5.354329883435916,2.602830518950808,2.534432695991152,0.6643275600823416,2
1.7020456643715987,-1.5995447865095123,1.0985307734810414,2.748593966389052,2
-1.511100916480144,-1.917319670023197,0.31034364900555494,1.0973848753770967,2
-1.2417948000660777,-1.3830025822354053,-0.17541506045067565,1.4539057396339237,2
-0.41294503339625066,-3.218875513820926,-0.34688992677688746,1.672679710745597,2
-0.39928296415700426,-1.6326438356737702,1.659897694943056,-0.633522397837321,2
2.2506970732353873,0.6441753072346013,-3.7419141703502095,-0.8077091208458612,3
1.5670693278282908,0.5203719458234836,-3.664086239797324,0.12487140921091497,3
1.967552848196927,0.15009572445691596,-2.5765548007942667,0.6878386500330688,3
1.6874320968765666,-0.29408701545459803,-2.755649967521481,-0.41658519362775326,3
1.6685252407313682,0.481877795750653,-3.1095349668180616,-0.6172471126427643,3
1.7153276735522356,0.31434640739370096,-2.50100560981434,-0.7851794172870787,3
1.6125985099357625,-0.4187755340949386,-2.986749731549986,-0.0365705036369295,3
1.0462159429546574,0.3648122925852848,-2.5440397404160113,-0.6980174969203045,3
1.88250699879719,1.0481872258060423,-4.136863551275381,-2.660850933072253,3
-0.055386361338512116,0.30203627282961043,-0.5095790314520751,0.7446043338454524,3
1.1552287382569755,0.14372450747003207,-3.3066152751217035,-0.22600134723431814,3
0.46060001062121564,0.18128539552040807,-2.6275484485807525,0.21064680643989497,3
2.122272715705227,1.2641535395002688,-4.85324045245755,-1.5702411195681627,3
1.7085829860562725,0.7180562961384092,-3.929542183066365,-1.105094393471613,3
2.052644314991007,0.20120559821653813,-4.864612706412161,-0.8690978565710549,3
2.0467461697045914,0.6192578732550237,-3.617777497177431,-1.333702315222982,3
0.98683827973842,-0.033848673721238995,-3.181465916973933,0.06339345194825269,3
2.1874766839688506,0.23540282000421686,-5.426890286741823,-0.7300180669455862,3
1.4900872227424975,0.08407576988512364,-2.2788901955606478,-0.33473594672351076,3
1.1706897992303757,1.18608190772405,-4.8362348797890675,-2.99739301923101,3
1.065701758274104,0.5435389954014214,-2.9374170960834896,0.08595485806473187,3
1.2539522174016384,0.16571981343050704,0.29908860833505924,1.2377335015533,3
6.305467484001863,3.5486379885864516,1.1731235056201577,-1.2525231418799163,5
5.601002698187804,2.882571426524277,2.4512115750986645,0.5513681205415676,5
3.642856848726565,1.3035454652866778,1.900468465723575,0.8841493917369644,5
5.661890025390206,3.0699583895494644,3.1447926912091977,0.18288306784237757,5
5.1121163636097,2.9202036802881883,2.3277890173649984,0.8035944414640243,5
6.2284931148645315,3.4875911554155974,2.4092802164575327,0.1211460224913935,5
6.1935894258243644,2.9050174599417744,2.647761761210431,0.5321529135055789,5
3.441194485075419,-0.0029251758539802007,1.9415641531814203,-0.0018947749471831237,5
4.599425819044766,1.9866333295730356,1.1485453813502613,0.36501813391852395,5
5.114192499829602,2.9153586210900997,2.734920802386434,0.7134248967580488,5
5.286105421859043,2.5311190352011446,2.1011316721531292,-0.10269980637194825,5
5.171866601702612,2.3555555461059052,2.1665546061767005,0.5772009206328179,5
4.162174600750604,1.6133408659734703,1.302219967903802,-0.43177560331921294,5
0.6118535004877255,-2.097248632733023,2.0823505236668725,-1.963389641150098,4
0.561660566341415,-2.409182972318363,2.888209035402923,-0.5992869698853301,4
-0.05457256670200985,-3.710043260073043,2.1031021805563657,-2.4600811723720555,4
1.084556719509996,-2.671856335682256,0.7175990481344564,0.06265799142162014,4
-0.04527184535798271,-1.938950384075284,1.244814885243992,-1.839296994160551,4
0.9752597753764687,-2.471192244152544,2.6149613332211397,-0.9782537200558246,4
0.5812945292363052,-1.1799680923565565,0.43354047368382154,-1.0226774783919532,4
0.11793772091070535,-3.1064193726136295,1.611347474413715,-1.1907525244716313,4
0.3390108036849381,-3.6826635590264893,1.7573073895312965,-3.006435890192573,4
-1.4240795028951942,-3.157327250865915,1.137698506246054,-1.3467857201883597,4
0.6174654271929441,-2.8060064495047508,1.0249332153463688,-1.7176394023329407,4
0.5853313576694648,-0.935967779592128,0.7803953739822782,0.1125502669674919,4
-0.47669121157043753,-2.8514110156873405,2.550989642601538,-4.236185946659494,4
0.9261802457128506,-2.2628916296735064,2.95668144517479,-3.4657364058585536,4
1.0467532238365957,-2.3771314901108225,1.7407702086615813,-1.5138733293673745,4
